Image_Path,Labels
./data/posts/shikhardofficial_13316748_3037335967280107600_582068_1034\2023-02-13_14-31-24_UTC.jpg,"['Smile', 'Blue', 'Gesture', 'Red', 'Crowd', 'T-shirt', 'Event', 'Team', 'Job', 'Conversation']"
./data/posts/shikhardofficial_13316748_3042259721167820667_1008237_1252\2023-02-20_09-34-01_UTC.jpg,"['Smile', 'Shoe', 'Photograph', 'Organ', 'Black', 'Temple', 'Plant', 'Sleeve', 'Standing', 'Eyewear']"
./data/posts/shikhardofficial_13316748_3045792563520696851_377735_926\2023-02-25_06-33-09_UTC_1.jpg,"['Sports uniform', 'Sports equipment', 'Sports gear', 'Jersey', 'Glove', 'Sports jersey', 'Baseball player', 'Bat-and-ball games', 'Gesture', 'Sportswear']"
./data/posts/shikhardofficial_13316748_3045792563520696851_377735_926\2023-02-25_06-33-09_UTC_2.jpg,"['Sports equipment', 'Player', 'Sports uniform', 'Ball game', 'Jersey', 'Team sport', 'Championship', 'Competition event', 'Grass', 'Stick and Ball Sports']"
./data/posts/shikhardofficial_13316748_3045792563520696851_377735_926\2023-02-25_06-33-09_UTC_3.jpg,"['Green', 'Gesture', 'Player', 'Line', 'Red', 'One day international', 'Leisure', 'Twenty20', 'Ball game', 'Sports']"
./data/posts/shikhardofficial_13316748_3045792563520696851_377735_926\2023-02-25_06-33-09_UTC_4.jpg,"['Sports uniform', 'Shorts', 'Active shorts', 'Jersey', 'Product', 'Sports jersey', 'Sunglasses', 'Player', 'Gesture', 'Fan']"
./data/posts/shikhardofficial_13316748_3045792563520696851_377735_926\2023-02-25_06-33-09_UTC_5.jpg,"['Sports uniform', 'Helmet', 'Sports gear', 'Sports equipment', 'Baseball', 'Glove', 'Baseball player', 'Jersey', 'Bat-and-ball games', 'Baseball equipment']"
./data/posts/shikhardofficial_13316748_3045792563520696851_377735_926\2023-02-25_06-33-09_UTC_6.jpg,"['Sports uniform', 'Batting glove', 'Sports equipment', 'Sports gear', 'Jersey', 'Baseball protective gear', 'Baseball equipment', 'Helmet', 'Player', 'College baseball']"
./data/posts/shikhardofficial_13316748_3045792563520696851_377735_926\2023-02-25_06-33-09_UTC_7.jpg,"['Sports uniform', 'Smile', 'Sports jersey', 'Jersey', 'Gesture', 'Player', 'Headgear', 'Sportswear', 'Racing', 'Championship']"
./data/posts/shikhardofficial_13316748_3049415922074695576_181308_571\2023-03-02_06-32-07_UTC.jpg,"['Glasses', 'Eyewear', 'Flash photography', 'Entertainment', 'T-shirt', 'Gadget', 'Shorts', 'Elbow', 'Leisure', 'Audio equipment']"
./data/posts/shikhardofficial_13316748_3059566246680613759_120061_486\2023-03-16_06-39-00_UTC.jpg,"['Head', 'Chin', 'Muscle', 'Human body', 'Sleeve', 'Player', 'Thigh', 'Cool', 'Knee', 'Chest']"
./data/posts/shikhardofficial_13316748_3068266258977062341_61573_355\2023-03-28_06-44-22_UTC_1.jpg,"['Blue', 'Font', 'Electric blue', 'Magenta', 'Technology', 'Rectangle', 'Sky', 'Brand', 'Logo', 'Graphics']"
./data/posts/shikhardofficial_13316748_3068266258977062341_61573_355\2023-03-28_06-44-22_UTC_2.jpg,"['Blue', 'Font', 'Electric blue', 'Magenta', 'Technology', 'Rectangle', 'Sky', 'Brand', 'Logo', 'Graphics']"
./data/posts/shikhardofficial_13316748_3068266258977062341_61573_355\2023-03-28_06-44-22_UTC_3.jpg,"['Blue', 'Font', 'Electric blue', 'Magenta', 'Technology', 'Rectangle', 'Sky', 'Brand', 'Logo', 'Graphics']"
./data/posts/shikhardofficial_13316748_3069225958876449001_231460_812\2023-03-29_14-31-07_UTC_1.jpg,"['Sports uniform', 'Sports equipment', 'Grass', 'Player', 'Sports gear', 'Hat', 'Sportswear', 'Elbow', 'Championship', 'Stick and Ball Sports']"
./data/posts/shikhardofficial_13316748_3069225958876449001_231460_812\2023-03-29_14-31-07_UTC_2.jpg,"['Smile', 'Sports uniform', 'Sports jersey', 'Jersey', 'Sleeve', 'Gesture', 'Player', 'Collar', 'Sportswear', 'Red']"
./data/posts/shikhardofficial_13316748_3069225958876449001_231460_812\2023-03-29_14-31-07_UTC_3.jpg,"['Shoulder', 'Sleeve', 'Gesture', 'Sportswear', 'Finger', 'Elbow', 'T-shirt', 'Chair', 'Thigh', 'Jersey']"
./data/posts/shikhardofficial_13316748_3069225958876449001_231460_812\2023-03-29_14-31-07_UTC_4.jpg,"['Sports uniform', 'Sports jersey', 'Jersey', 'Glove', 'Sportswear', 'Player', 'Athlete', 'Facial hair', 'Competition event', 'Carmine']"
./data/posts/shikhardofficial_13316748_3069225958876449001_231460_812\2023-03-29_14-31-07_UTC_5.jpg,"['Sports uniform', 'Sports jersey', 'Jersey', 'Sleeve', 'Hat', 'Player', 'Gesture', 'Ball game', 'Cap', 'Sportswear']"
./data/posts/shikhardofficial_13316748_3069225958876449001_231460_812\2023-03-29_14-31-07_UTC_6.jpg,"['Sports uniform', 'Leg', 'Sports jersey', 'Sleeve', 'Chair', 'Knee', 'Jersey', 'Thigh', 'Sportswear', 'Elbow']"
./data/posts/shikhardofficial_13316748_3069798186528740675_14104_140\2023-03-30_09-28-02_UTC.jpg,"['Sleeve', 'Microphone', 'Font', 'Suit', 'Blazer', 'Formal wear', 'Communication Device', 'Poster', 'White-collar worker', 'Gadget']"
./data/posts/shikhatalsania_125202_2940804590837973141_1340_6\2022-10-03_10-00-47_UTC_1.jpg,"['Joint', 'Fashion', 'Sleeve', 'Lighting', 'Standing', 'Architecture', 'Waist', 'Yellow', 'Houseplant', 'Flooring']"
./data/posts/shikhatalsania_125202_2940804590837973141_1340_6\2022-10-03_10-00-47_UTC_2.jpg,"['Writing implement', 'Line', 'Office supplies', 'Cylinder', 'Office instrument', 'Font', 'Electric blue', 'Pen', 'Magenta', 'Gas']"
./data/posts/shikhatalsania_125202_2943618886655582522_3194_51\2022-10-07_07-12-17_UTC_1.jpg,"['Hairstyle', 'Shoulder', 'One-piece garment', 'Azure', 'Flash photography', 'Fashion', 'Sleeve', 'Waist', 'Day dress', 'Makeover']"
./data/posts/shikhatalsania_125202_2943618886655582522_3194_51\2022-10-07_07-12-17_UTC_2.jpg,"['One-piece garment', 'Shoulder', 'Dress', 'Day dress', 'Human body', 'Sleeve', 'Waist', 'Flash photography', 'Entertainment', 'Gown']"
./data/posts/shikhatalsania_125202_2943618886655582522_3194_51\2022-10-07_07-12-17_UTC_3.jpg,"['Hair', 'Shoulder', 'Azure', 'Fashion', 'Neck', 'One-piece garment', 'Textile', 'Sleeve', 'Waist', 'Day dress']"
./data/posts/shikhatalsania_125202_2944361969257230798_672_33\2022-10-08_07-48-40_UTC_1.jpg,"['Hair', 'Glasses', 'Head', 'Lip', 'Vision care', 'Goggles', 'Sunglasses', 'Eyewear', 'Mouth', 'Happy']"
./data/posts/shikhatalsania_125202_2944361969257230798_672_33\2022-10-08_07-48-40_UTC_2.jpg,"['Forehead', 'Nose', 'Cheek', 'Skin', 'Lip', 'Chin', 'Smile', 'Mouth', 'Hairstyle', 'Eyebrow']"
./data/posts/shikhatalsania_125202_2944361969257230798_672_33\2022-10-08_07-48-40_UTC_3.jpg,"['Smile', 'Facial expression', 'Sunglasses', 'Vision care', 'Happy', 'Goggles', 'Social group', 'Eyewear', 'Community', 'Leisure']"
./data/posts/shikhatalsania_125202_2944361969257230798_672_33\2022-10-08_07-48-40_UTC_4.jpg,"['Plant', 'Sky', 'Flowerpot', 'Leaf', 'Botany', 'Temple', 'Leisure', 'Houseplant', 'Adaptation', 'Event']"
./data/posts/shikhatalsania_125202_2944361969257230798_672_33\2022-10-08_07-48-40_UTC_5.jpg,"['Glasses', 'Smile', 'Skin', 'Head', 'Lip', 'Vision care', 'Goggles', 'Mouth', 'Eyewear', 'Sunglasses']"
./data/posts/shikhatalsania_125202_2950870137401639573_2278_17\2022-10-17_07-19-14_UTC_1.jpg,"['Smile', 'Skin', 'Shoe', 'Fashion', 'Textile', 'Comfort', 'Happy', 'Dress', 'Lap', 'Fashion design']"
./data/posts/shikhatalsania_125202_2950870137401639573_2278_17\2022-10-17_07-19-14_UTC_2.jpg,"['Face', 'Hair', 'Smile', 'Shoulder', 'Facial expression', 'Plant', 'Green', 'One-piece garment', 'Happy', 'Dress']"
./data/posts/shikhatalsania_125202_2955209130010941971_327_9\2022-10-23_07-00-02_UTC.jpg,"['Sleeve', 'Flash photography', 'Eyelash', 'Collar', 'White-collar worker', 'Event', 'Formal wear', 'Job', 'Logo', 'Spokesperson']"
./data/posts/shikhatalsania_125202_2956022182276975131_6834_94\2022-10-24_09-55-25_UTC_1.jpg,"['Smile', 'Neck', 'Temple', 'Flash photography', 'Sleeve', 'Yellow', 'Thigh', 'Waist', 'Fashion design', 'Black hair']"
./data/posts/shikhatalsania_125202_2956022182276975131_6834_94\2022-10-24_09-55-25_UTC_2.jpg,"['Smile', 'Skin', 'Head', 'Shoulder', 'Facial expression', 'Muscle', 'Product', 'Organ', 'Human', 'Happy']"
./data/posts/shikhatalsania_125202_2956022182276975131_6834_94\2022-10-24_09-55-25_UTC_3.jpg,"['Plant', 'Sleeve', 'Smile', 'Bride', 'Yellow', 'Wedding dress', 'Hat', 'Happy', 'Formal wear', 'Fashion design']"
./data/posts/shikhatalsania_125202_2956022182276975131_6834_94\2022-10-24_09-55-25_UTC_4.jpg,"['Smile', 'Face', 'Photograph', 'Happy', 'Eyewear', 'Cool', 'Plant', 'Selfie', 'Friendship', 'Event']"
./data/posts/shikhatalsania_125202_2960901147589739387_158_2\2022-10-31_03-29-03_UTC_1.jpg,"['Musical instrument', 'Font', 'Poster', 'Advertising', 'Guitar', 'Music', 'Event', 'Magenta', 'Performing arts', 'Graphics']"
./data/posts/shikhatalsania_125202_2960901147589739387_158_2\2022-10-31_03-29-03_UTC_2.jpg,"['Organ', 'Music', 'Font', 'Entertainment', 'Poster', 'Musical instrument', 'Publication', 'Advertising', 'Music artist', 'Musician']"
./data/posts/shikhatalsania_125202_2960901147589739387_158_2\2022-10-31_03-29-03_UTC_3.jpg,"['Forehead', 'Glasses', 'Smile', 'Vision care', 'Facial expression', 'Beard', 'Sleeve', 'Publication', 'Font', 'Eyewear']"
./data/posts/shikhatalsania_125202_2961839989171744178_965_28\2022-11-01_10-34-22_UTC_1.jpg,"['Gesture', 'Window', 'Tints and shades', 'Font', 'Beauty', 'Art', 'Design', 'Room', 'Visual arts', 'Fun']"
./data/posts/shikhatalsania_125202_2961839989171744178_965_28\2022-11-01_10-34-22_UTC_2.jpg,"['Window', 'Fixture', 'Sleeve', 'Gesture', 'Wood', 'Building', 'Font', 'Tints and shades', 'Tree', 'Glass']"
./data/posts/shikhatalsania_125202_2961839989171744178_965_28\2022-11-01_10-34-22_UTC_3.jpg,"['Sleeve', 'Standing', 'Architecture', 'Eyewear', 'T-shirt', 'Travel', 'Tints and shades', 'Leisure', 'Fun', 'Visual arts']"
./data/posts/shikhatalsania_125202_2968939282500336742_602_12\2022-11-11_05-39-24_UTC.jpg,"['Purple', 'Neck', 'Plant', 'Sleeve', 'Waist', 'Pink', 'People in nature', 'Fashion design', 'Sari', 'Magenta']"
./data/posts/shikhatalsania_125202_2971941085986804510_236_5\2022-11-15_09-03-27_UTC.jpg,"['Comfort', 'Human body', 'Flash photography', 'Grey', 'Line', 'Font', 'Automotive design', 'Tints and shades', 'Electric blue', 'Formal wear']"
./data/posts/shikhatalsania_125202_2977176405074423410_639_42\2022-11-22_14-25-05_UTC_1.jpg,"['Flash photography', 'Sleeve', 'Performing arts', 'Wood', 'Event', 'Entertainment', 'Happy', 'Sitting', 'Fashion design', 'Acting']"
./data/posts/shikhatalsania_125202_2977176405074423410_639_42\2022-11-22_14-25-05_UTC_2.jpg,"['Flash photography', 'Dress', 'Entertainment', 'Performing arts', 'Music', 'Fashion design', 'Musician', 'Music artist', 'Event', 'Performance art']"
./data/posts/shikhatalsania_125202_2981238520970120809_692_14\2022-11-28_04-55-47_UTC_1.jpg,"['Face', 'Hair', 'Smile', 'Joint', 'Skin', 'Head', 'Shoulder', 'Leg', 'Eye', 'Muscle']"
./data/posts/shikhatalsania_125202_2981238520970120809_692_14\2022-11-28_04-55-47_UTC_2.jpg,"['Hair', 'Face', 'Skin', 'Joint', 'Head', 'Smile', 'Shoulder', 'Eye', 'Organ', 'Fashion']"
./data/posts/shikhatalsania_125202_2981238520970120809_692_14\2022-11-28_04-55-47_UTC_3.jpg,"['Photograph', 'Smile', 'Facial expression', 'Product', 'Green', 'Material property', 'Art', 'Rectangle', 'Toilet', 'Gas']"
./data/posts/shikhatalsania_125202_2990696508536000293_952_22\2022-12-11_06-07-07_UTC_1.jpg,"['Clothing', 'Glasses', 'Arm', 'Eye', 'Vision care', 'Eyewear', 'Flash photography', 'Sleeve', 'Black-and-white', 'Style']"
./data/posts/shikhatalsania_125202_2990696508536000293_952_22\2022-12-11_06-07-07_UTC_2.jpg,"['Clothing', 'Glasses', 'Smile', 'Arm', 'Eye', 'Vision care', 'Black', 'Eyewear', 'Flash photography', 'Sleeve']"
./data/posts/shikhatalsania_125202_2992202200187140819_950_11\2022-12-13_07-58-40_UTC_1.jpg,"['Skin', 'Smile', 'Hairstyle', 'Facial expression', 'Textile', 'Happy', 'One-piece garment', 'Waist', 'Fashion design', 'Formal wear']"
./data/posts/shikhatalsania_125202_2992202200187140819_950_11\2022-12-13_07-58-40_UTC_2.jpg,"['Skin', 'Shoulder', 'Smile', 'Temple', 'One-piece garment', 'Happy', 'Waist', 'Fashion design', 'Makeover', 'Trunk']"
./data/posts/shikhatalsania_125202_2992202200187140819_950_11\2022-12-13_07-58-40_UTC_3.jpg,"['Skin', 'Smile', 'Shoulder', 'Textile', 'Temple', 'Happy', 'One-piece garment', 'Waist', 'Decoration', 'Fashion design']"
./data/posts/shikhatalsania_125202_2992202200187140819_950_11\2022-12-13_07-58-40_UTC_4.jpg,"['Smile', 'Face', 'Skin', 'Textile', 'Sleeve', 'Temple', 'Makeover', 'Sari', 'Happy', 'Fashion design']"
./data/posts/shikhatalsania_125202_3001019948795015243_578_9\2022-12-25_11-57-57_UTC_1.jpg,"['Smile', 'Skin', 'Eye', 'Facial expression', 'Organ', 'Happy', 'Fun', 'People', 'Black hair', 'Event']"
./data/posts/shikhatalsania_125202_3001019948795015243_578_9\2022-12-25_11-57-57_UTC_2.jpg,"['Face', 'Smile', 'Skin', 'Facial expression', 'Happy', 'Social group', 'Fun', 'Friendship', 'Leisure', 'Necklace']"
./data/posts/shikhatalsania_125202_3009566032601314396_3349_9\2023-01-06_06-57-30_UTC_1.jpg,"['Cloud', 'Plant', 'Sky', 'People in nature', 'Flash photography', 'Standing', 'Tree', 'Gesture', 'Happy', 'Grass']"
./data/posts/shikhatalsania_125202_3009566032601314396_3349_9\2023-01-06_06-57-30_UTC_2.jpg,"['Shoe', 'Eyewear', 'Flash photography', 'Happy', 'Gesture', 'Leisure', 'Cool', 'Travel', 'Sneakers', 'Fun']"
./data/posts/shikhatalsania_125202_3009566032601314396_3349_9\2023-01-06_06-57-30_UTC_3.jpg,"['Jeans', 'Smile', 'Shoe', 'Facial expression', 'Leg', 'Plant', 'Human', 'Tree', 'Flash photography', 'Thigh']"
./data/posts/shikhatalsania_125202_3009566032601314396_3349_9\2023-01-06_06-57-30_UTC_4.jpg,"['Nose', 'Window', 'Eyebrow', 'Beard', 'Mouth', 'Jaw', 'Vision care', 'Gesture', 'Happy', 'Cool']"
./data/posts/shikhatalsania_125202_3009566032601314396_3349_9\2023-01-06_06-57-30_UTC_5.jpg,"['Bonfire', 'Fire', 'Flame', 'Campfire', 'Gas', 'Wood', 'Heat', 'Pollution', 'Midnight', 'Event']"
./data/posts/shikhatalsania_125202_3009566032601314396_3349_9\2023-01-06_06-57-30_UTC_6.jpg,"['Table', 'Tree', 'Carnivore', 'Fawn', 'Outdoor furniture', 'Sneakers', 'Companion dog', 'Leisure', 'Toddler', 'Recreation']"
./data/posts/shikhatalsania_125202_3017596207936600820_2182_21\2023-01-17_08-52-01_UTC_1.jpg,"['Plant', 'Houseplant', 'Comfort', 'Interior design', 'Tableware', 'Flowerpot', 'Building', 'Floor', 'Wood', 'Living room']"
./data/posts/shikhatalsania_125202_3017596207936600820_2182_21\2023-01-17_08-52-01_UTC_2.jpg,"['Plant', 'Comfort', 'Houseplant', 'Interior design', 'Table', 'Living room', 'Building', 'Home appliance', 'Lamp', 'Flooring']"
./data/posts/shikhatalsania_125202_3021172762976240991_424_12\2023-01-22_07-18-00_UTC.jpg,"['Flower', 'Lip', 'Plant', 'People in nature', 'Vision care', 'Botany', 'Petal', 'Sunglasses', 'Pink', 'Happy']"
./data/posts/shikhatalsania_125202_3026218862948469907_602_19\2023-01-29_06-23-42_UTC.jpg,"['Glasses', 'Vision care', 'Tartan', 'Sunglasses', 'Neck', 'Textile', 'Sleeve', 'Cap', 'Eyewear', 'Waist']"
./data/posts/shikhatalsania_125202_3032091646637904058_533_4\2023-02-06_08-51-52_UTC_1.jpg,"['Smile', 'Plant', 'Happy', 'Leisure', 'Sneakers', 'Fun', 'Event', 'Recreation', 'T-shirt', 'Boot']"
./data/posts/shikhatalsania_125202_3032091646637904058_533_4\2023-02-06_08-51-52_UTC_2.jpg,"['Dress', 'Entertainment', 'Performing arts', 'One-piece garment', 'Fashion design', 'Event', 'Formal wear', 'Performance art', 'Fun', 'Music']"
./data/posts/shikhatalsania_125202_3032091646637904058_533_4\2023-02-06_08-51-52_UTC_3.jpg,"['Smile', 'Happy', 'Fashion design', 'Fun', 'Tie', 'Friendship', 'Sari', 'Event', 'Jewellery', 'Formal wear']"
./data/posts/shikhatalsania_125202_3032091646637904058_533_4\2023-02-06_08-51-52_UTC_4.jpg,"['Smile', 'Dance', 'Entertainment', 'Performing arts', 'Performance art', 'Trunk', 'Fun', 'Stage', 'Choreography', 'Abdomen']"
./data/posts/shikhatalsania_125202_3034281298493006071_499_4\2023-02-09_09-22-19_UTC.jpg,"['Happy', 'Font', 'Fun', 'Entertainment', 'Publication', 'Smile', 'Jacket', 'Event', 'Youth', 'Poster']"
./data/posts/shikhatalsania_125202_3038847754471946418_3001_86\2023-02-15_16-35-03_UTC_1.jpg,"['Joint', 'Lip', 'Shoulder', 'Eyebrow', 'Arm', 'Eyelash', 'Muscle', 'Human body', 'Neck', 'Flash photography']"
./data/posts/shikhatalsania_125202_3038847754471946418_3001_86\2023-02-15_16-35-03_UTC_2.jpg,"['Hair', 'One-piece garment', 'Arm', 'Shoulder', 'Dress', 'Day dress', 'Human body', 'Neck', 'Flash photography', 'Bridal party dress']"
./data/posts/shikhatalsania_125202_3038847754471946418_3001_86\2023-02-15_16-35-03_UTC_3.jpg,"['Clothing', 'Joint', 'Lip', 'Shoulder', 'One-piece garment', 'Neck', 'Flash photography', 'Sleeve', 'Waist', 'Gesture']"
./data/posts/shikhatalsania_125202_3042199632739946031_817_24\2023-02-20_07-34-38_UTC.jpg,"['Joint', 'Shoulder', 'Arm', 'Neck', 'Sleeve', 'Waist', 'Eyelash', 'Dress', 'Chest', 'T-shirt']"
./data/posts/shikhatalsania_125202_3043073109187439803_181_4\2023-02-21_12-30-05_UTC.jpg,"['Clothing', 'Smile', 'One-piece garment', 'Sleeve', 'Purple', 'Publication', 'Plant', 'Curtain', 'Waist', 'Flowerpot']"
./data/posts/shikhatalsania_125202_3055439509891763593_723_19\2023-03-10_13-59-54_UTC.jpg,"['Nose', 'Skin', 'Lip', 'Hand', 'Hairstyle', 'Arm', 'Eyebrow', 'Smile', 'Eyelash', 'Mouth']"
./data/posts/shikhatalsania_125202_3059011732805539351_1619_31\2023-03-15_12-17-17_UTC.jpg,"['Face', 'Hairstyle', 'Eye', 'Black', 'Human', 'Flash photography', 'Black-and-white', 'Standing', 'Gesture', 'Sleeve']"
./data/posts/shikhatalsania_125202_3060474955436778607_1610_22\2023-03-17_12-44-26_UTC.jpg,"['Forehead', 'Nose', 'Hair', 'Lip', 'Chin', 'Hairstyle', 'Eyebrow', 'Eyelash', 'Human', 'Flash photography']"
./data/posts/shikhatalsania_125202_3062530986092429025_-1_7\2023-03-20_08-49-24_UTC.jpg,"['Arm', 'Shoulder', 'Neck', 'Dress', 'Sleeve', 'Waist', 'Fashion design', 'Fashion model', 'Blazer', 'Silk']"
./data/posts/shikhatalsania_125202_3062555614399501422_-1_3\2023-03-20_09-38-20_UTC_1.jpg,"['Shoulder', 'Neck', 'Sleeve', 'Waist', 'Fashion design', 'Formal wear', 'Blazer', 'Fashion model', 'Long hair', 'Pattern']"
./data/posts/shikhatalsania_125202_3062555614399501422_-1_3\2023-03-20_09-38-20_UTC_2.jpg,"['Shoulder', 'Neck', 'Sleeve', 'Waist', 'Fashion design', 'Gown', 'One-piece garment', 'Fashion model', 'Formal wear', 'Long hair']"
./data/posts/shikhatalsania_125202_3062627884228709114_-1_2\2023-03-20_12-01-55_UTC_1.jpg,"['Hairstyle', 'Arm', 'Shoulder', 'Neck', 'Sleeve', 'Waist', 'Cool', 'Fashion design', 'Magenta', 'Beauty']"
./data/posts/shikhatalsania_125202_3062627884228709114_-1_2\2023-03-20_12-01-55_UTC_2.jpg,"['Face', 'Outerwear', 'Smile', 'Arm', 'Neck', 'Sleeve', 'Waist', 'Collar', 'Wrap', 'Fashion design']"
./data/posts/shreyajain26_451117_2700262138567368652_7143_36\2021-11-05_12-45-52_UTC.jpg,"['Forehead', 'Hair', 'Nose', 'Cheek', 'Lip', 'Chin', 'Eyebrow', 'Lipstick', 'Eyelash', 'Neck']"
./data/posts/shreyajain26_451117_2701577864360110310_20915_63\2021-11-07_08-19-59_UTC_1.jpg,"['Neck', 'Sleeve', 'Window', 'Waist', 'Gown', 'Fashion design', 'Fashion model', 'Formal wear', 'Trunk', 'Long hair']"
./data/posts/shreyajain26_451117_2701577864360110310_20915_63\2021-11-07_08-19-59_UTC_2.jpg,"['Plant', 'One-piece garment', 'Dress', 'Textile', 'Sunglasses', 'Sleeve', 'Standing', 'Waist', 'Day dress', 'Eyewear']"
./data/posts/shreyajain26_451117_2704739342340802032_16685_34\2021-11-11_17-01-17_UTC_1.jpg,"['Sky', 'Water', 'Cloud', 'Boat', 'Watercraft', 'Boats and boating--Equipment and supplies', 'Tree', 'Lake', 'Plant', 'People in nature']"
./data/posts/shreyajain26_451117_2704739342340802032_16685_34\2021-11-11_17-01-17_UTC_2.jpg,"['Cloud', 'Sky', 'Plant', 'Travel', 'People in nature', 'Leisure', 'Wood', 'Electric blue', 'Landscape', 'Waist']"
./data/posts/shreyajain26_451117_2704739342340802032_16685_34\2021-11-11_17-01-17_UTC_3.jpg,"['Plant', 'People in nature', 'Tree', 'Wood', 'Natural landscape', 'Branch', 'Trunk', 'Terrestrial plant', 'Deciduous', 'Recreation']"
./data/posts/shreyajain26_451117_2706843587563169175_8955_31\2021-11-14_14-42-02_UTC.jpg,"['Smile', 'Lip', 'Lipstick', 'Eyebrow', 'Eyelash', 'Eye liner', 'Makeover', 'Jaw', 'Neck', 'Ear']"
./data/posts/shreyajain26_451117_2709798744198317805_9286_48\2021-11-18_16-33-24_UTC_1.jpg,"['Smile', 'Hand', 'Flash photography', 'People in nature', 'Happy', 'Grass', 'Earrings', 'Black hair', 'Headpiece', 'Jewellery']"
./data/posts/shreyajain26_451117_2709798744198317805_9286_48\2021-11-18_16-33-24_UTC_2.jpg,"['Smile', 'Hand', 'Hairstyle', 'Plant', 'People in nature', 'Flash photography', 'Happy', 'Dress', 'Grass', 'Black hair']"
./data/posts/shreyajain26_451117_2713972100904623019_20120_86\2021-11-24_10-45-07_UTC_1.jpg,"['Fashion', 'Sleeve', 'Textile', 'Waist', 'Fashion design', 'Sari', 'Formal wear', 'Art', 'Pattern', 'Flooring']"
./data/posts/shreyajain26_451117_2713972100904623019_20120_86\2021-11-24_10-45-07_UTC_2.jpg,"['Sleeve', 'Standing', 'Sari', 'Fashion design', 'Formal wear', 'Pattern', 'Event', 'Magenta', 'Visual arts', 'Fun']"
./data/posts/shreyajain26_451117_2717693265049483326_11951_37\2021-11-29_13-58-25_UTC_1.jpg,"['Shoe', 'Plant', 'Tartan', 'People in nature', 'Dress shirt', 'Neck', 'Sleeve', 'Sky', 'Waist', 'Knee']"
./data/posts/shreyajain26_451117_2717693265049483326_11951_37\2021-11-29_13-58-25_UTC_2.jpg,"['Glasses', 'Plant', 'People in nature', 'Sky', 'Tartan', 'Happy', 'Grass', 'Eyewear', 'Plaid', 'Agriculture']"
./data/posts/shreyajain26_451117_2717693265049483326_11951_37\2021-11-29_13-58-25_UTC_3.jpg,"['Plant', 'Shoe', 'Sky', 'People in nature', 'Happy', 'Travel', 'Tree', 'Sunglasses', 'Bag', 'Landscape']"
./data/posts/shreyajain26_451117_2720507918104259790_12151_58\2021-12-03_11-10-37_UTC_1.jpg,"['Comfort', 'Sleeve', 'Knee', 'Tints and shades', 'Shade', 'Thigh', 'Formal wear', 'Human leg', 'Sitting', 'Fashion design']"
./data/posts/shreyajain26_451117_2720507918104259790_12151_58\2021-12-03_11-10-37_UTC_2.jpg,"['Hair', 'Outerwear', 'Shoulder', 'Leg', 'Comfort', 'Sleeve', 'Flooring', 'Fashion design', 'Formal wear', 'Sitting']"
./data/posts/shreyajain26_451117_2735782181669203863_8119_618\2021-12-24_12-57-51_UTC.jpg,"['Sleeve', 'Happy', 'Gesture', 'Table', 'Flag', 'Travel', 'Smile', 'Event', 'Elbow', 'Fun']"
./data/posts/shreyajain26_451117_2740197399996417429_12789_41\2021-12-30_15-10-07_UTC.jpg,"['Cloud', 'Sky', 'Mountain', 'Ecoregion', 'Snow', 'People in nature', 'Slope', 'Body of water', 'Highland', 'Travel']"
./data/posts/shreyajain26_451117_2741611093514649644_7977_26\2022-01-01_13-58-52_UTC_1.jpg,"['Cloud', 'Glasses', 'Sky', 'Outerwear', 'Sunglasses', 'Mountain', 'Sleeve', 'Vision care', 'Travel', 'Eyewear']"
./data/posts/shreyajain26_451117_2741611093514649644_7977_26\2022-01-01_13-58-52_UTC_2.jpg,"['Cloud', 'Sky', 'Ecoregion', 'People in nature', 'Flash photography', 'Wood', 'Mountain', 'Happy', 'Sunglasses', 'Landscape']"
./data/posts/shreyajain26_451117_2750359912587298230_8856_330\2022-01-13_15-41-12_UTC_1.jpg,"['Joint', 'Tableware', 'Food', 'Arm', 'Shoulder', 'Neck', 'Eyelash', 'Food craving', 'Happy', 'Gesture']"
./data/posts/shreyajain26_451117_2750359912587298230_8856_330\2022-01-13_15-41-12_UTC_2.jpg,"['Forehead', 'Nose', 'Cheek', 'Lip', 'Smile', 'Eyebrow', 'Eyelash', 'Jaw', 'Ear', 'Flash photography']"
./data/posts/shreyajain26_451117_2750716569026958390_6805_453\2022-01-14_03-29-49_UTC_1.jpg,"['Hair', 'Face', 'Smile', 'Skin', 'Lip', 'Hand', 'Eyebrow', 'Eyelash', 'Lipstick', 'Cosmetics']"
./data/posts/shreyajain26_451117_2750716569026958390_6805_453\2022-01-14_03-29-49_UTC_2.jpg,"['Skin', 'Smile', 'Product', 'Eyelash', 'Material property', 'Happy', 'Packaging and labeling', 'Beauty', 'Plant', 'Magenta']"
./data/posts/shreyajain26_451117_2750716569026958390_6805_453\2022-01-14_03-29-49_UTC_3.jpg,"['Skin', 'Smile', 'Eyebrow', 'Eyelash', 'Happy', 'Material property', 'Personal care', 'Drink', 'Beauty', 'Long hair']"
./data/posts/shreyajain26_451117_2751680116729837089_3271_15\2022-01-15_11-24-13_UTC.jpg,"['Fashion', 'Textile', 'Sleeve', 'Orange', 'Gesture', 'Yellow', 'Plant', 'Happy', 'Eyelash', 'Tableware']"
